gene_name	ensgene	log2FC_prot	AveExpr_prot	tstat_prot	pval_prot	padj_prot	B_prot	log2FC_rna	baseMean_rna	lfcSE_rna	stat_rna	pval_rna	padj_rna	log2fc_concordance	rna_DE_status	protein_DE_status	gene_DS_status	highest_magn_IncLevelDifference_rmats	sign_splice_event_rmats	highest_magn_deltaPSI_majiq	sign_splice_event_majiq	has_cryptic_splicing	tdp43_interactor	tdp43_clip_target	Fig1_plot_group
WARS	ENSG00000140105	-0.363223994077391	16.8547177913378	-4.06106574352823	1.4369224611597E-3	1.43196755612127E-2	-1.52619806281376	-0.0802731697005872	6408.2083153677	0.0524395639296385	-1.53077492803515	0.12582502810306101	0.28582025795407601	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	DEP only
SEMA4C	ENSG00000168758	-0.603232156345385	13.6481728011029	-4.0565136835838	1.4490289915799E-3	1.4397542445928901E-2	-1.53471860827486	-0.0449512588901894	8112.6473558501	0.0465574179764256	-0.965501542910961	0.334293663561048	0.54155309598201395	concordant	Gene not DE	Protein DE	No DS	0.667	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
FDFT1	ENSG00000079459	-0.392604220538605	16.9498608671346	-4.05545747964074	1.4518530197575E-3	1.4397542445928901E-2	-1.53669581416726	0.038447051553956	21139.7528158516	0.0406689849007151	0.945365409237937	0.34447235547968702	0.55187216978887499	discordant	Gene not DE	Protein DE	No DS	-1	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
CNTNAP2	ENSG00000174469	-0.407455520051101	13.877167992436	-4.04631051306271	1.4765479862661999E-3	1.4571007688861101E-2	-1.55382205045429	-0.0866908893280357	20961.9702477958	0.042920256889214	-2.0198129184502	4.3402796638953002E-2	0.13343515213889401	concordant	Gene not DE	Protein DE	No DS	-0.018	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
JAM3	ENSG00000166086	0.436725079664956	14.7901017880181	4.04189409789577	1.4886257746758E-3	1.46544522733292E-2	-1.562093112602	0.159741136646879	4547.42518515648	0.0526324033699411	3.03503405542961	2.4050852803649998E-3	1.3681318450365E-2	concordant	Gene DE	Protein DE	No DS	0.044	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
PARP1	ENSG00000143799	0.223292928420925	18.3427595125383	4.03829334814906	1.498548136171E-3	1.47163246576404E-2	-1.56883756641433	-0.035110409264906	12859.2086661352	0.0468415183201011	-0.749557455097245	0.45352128265360497	0.65253802781106396	discordant	Gene not DE	Protein DE	No DS	0.014	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
STAU2	ENSG00000040341	-0.22881607266784	15.7941280232243	-4.03036422701897	1.5206385735713E-3	1.4897103313969999E-2	-1.58369240749257	-0.195443192457217	5543.70414108878	0.0497479939270674	-3.92866479689101	8.54188056545115e-05	8.0593134047699997E-4	concordant	Gene DE	Protein DE	DS	-0.208	TRUE	-0.130545992071209	FALSE	TRUE	TRUE	TRUE	DEP + DS
HYOU1	ENSG00000149428	-0.192369180005127	18.8866379004977	-4.02663554225832	1.5311421973915999E-3	1.4963771330064501E-2	-1.59067936391327	-0.149349688019323	9652.40649044539	0.0488149026254517	-3.05951010832198	2.2169930601931998E-3	1.2775140424427201E-2	concordant	Gene DE	Protein DE	DS	0.265	TRUE	NA	NA	TRUE	FALSE	FALSE	DEP + DS
ANP32A	ENSG00000140350	0.268913310159171	19.5574581540466	4.02474119394724	1.5365070994632999E-3	1.49800186130813E-2	-1.59422941850611	0.210907778216701	9513.04845530776	0.0445363606645136	4.7356311802269	2.18374400835952e-06	3.08524314847145e-05	concordant	Gene DE	Protein DE	No DS	0.006	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
RPS27	ENSG00000177954	-0.168557817809084	17.9025630150214	-4.02308452112859	1.5412147404820001E-3	1.49897952884381E-2	-1.59733425611483	0.40054517953991	16669.7017015574	0.0488748457775675	8.19532365100069	2.4991978179742003e-16	1.41480450267871e-14	discordant	Gene DE	Protein DE	No DS	0.001	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
CUL1	ENSG00000055130	-0.251663862514269	15.6700948776042	-4.02030348648791	1.5491507804934E-3	1.5030849059656E-2	-1.60254670858745	-0.174111316708376	6108.56251620039	0.0470583308159548	-3.69990421864571	2.156808534343E-4	1.8093165921466E-3	concordant	Gene DE	Protein DE	No DS	0.008	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
UPF1	ENSG00000005007	-0.174891059948177	17.0953828668391	-4.01516160041198	1.5639347007816E-3	1.51379899506279E-2	-1.61218539365047	0.0071626542572673	4203.59884894669	0.0512329662551115	0.139805574043894	0.88881360910277896	0.943894394937702	discordant	Gene not DE	Protein DE	No DS	-0.02	FALSE	NA	NA	FALSE	TRUE	TRUE	DEP only
FOXRED1	ENSG00000110074	-0.337858049785932	14.4788861861164	-4.01114176805454	1.5755935164211E-3	1.5205401850753499E-2	-1.61972193012816	0.0107017100715741	1959.46412593233	0.0616835637146773	0.173493706055568	0.86226337470636205	0.93026074932998204	discordant	Gene not DE	Protein DE	No DS	0.142	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
STRBP	ENSG00000165209	-0.195448399987281	16.7302748646344	-4.01017340560617	1.5784154170332E-3	1.5205401850753499E-2	-1.62153760846899	-0.0041705641661168	5731.63541807999	0.0478738553643859	-0.0871156946599168	0.93057955027936901	0.96692005137593795	concordant	Gene not DE	Protein DE	No DS	-1	FALSE	NA	NA	FALSE	TRUE	TRUE	DEP only
TBC1D24	ENSG00000162065	-0.192873060532509	17.3120345924859	-4.00697180206709	1.5877822489500999E-3	1.5253188465761101E-2	-1.62754103793116	-0.113681954614081	3452.30523256916	0.0531315536561084	-2.13963166501553	3.2384545509971198E-2	0.107557573060327	concordant	Gene not DE	Protein DE	No DS	-0.05	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
TBCEL	ENSG00000154114	0.301359261491646	15.0224831441608	4.00590506408303	1.5909158508528999E-3	1.5253188465761101E-2	-1.62954145774744	0.153460403876793	698.577106377128	0.0914893820087547	1.67735753053954	9.3472588872288806E-2	0.232651271524595	concordant	Gene not DE	Protein DE	No DS	-0.667	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
SNRPGP15	ENSG00000224543	0.314378202706742	17.3904547409502	4.00227362071411	1.6016311710114E-3	1.5319621082535101E-2	-1.63635192988082	-0.109695292112756	28.2085835884594	0.338948684571184	-0.323633921906308	0.74621520300450495	0.86320567839099205	discordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP only
IMPDH2	ENSG00000178035	0.202329834850318	18.6798775059963	3.99842677465484	1.6130630463454E-3	1.53925780318719E-2	-1.64356728152424	0.242131612908979	5536.7903711791	0.0474651569390835	5.10124960125443	3.37418218957015e-07	5.81869212249718e-06	concordant	Gene DE	Protein DE	No DS	0.213	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
CFL1	ENSG00000172757	-0.261172835366377	21.1402455421464	-3.99615731047744	1.6198466450458001E-3	1.5415470463304199E-2	-1.64782444734765	-0.0860052697071252	42583.3731069785	0.0422660024104328	-2.03485697256043	4.1865266501431797E-2	0.12994934395046401	concordant	Gene not DE	Protein DE	No DS	-0.001	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
RBM8A	ENSG00000265241	0.194158260290958	17.4972262761526	3.99507830297895	1.6230821595075E-3	1.5415470463304199E-2	-1.6498486126976	0.0348696620005761	8289.49597808135	0.0422039174638864	0.826218609455243	0.40868009359090801	0.61391246365683005	concordant	Gene not DE	Protein DE	No DS	-0.005	FALSE	NA	NA	FALSE	TRUE	FALSE	DEP only
CHD4	ENSG00000111642	0.20797024406351	16.2008897215285	3.99264467914137	1.6304040431535001E-3	1.5448746507258001E-2	-1.65441423911333	0.0500051944049528	1797.696357067	0.0596288811405991	0.838606954355648	0.40168990687953599	0.60763953708474705	concordant	Gene not DE	Protein DE	No DS	0.004	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
MFF	ENSG00000168958	-0.780188326380642	14.7840624248725	-3.98966231281619	1.6394232151910001E-3	1.54753323998642E-2	-1.66000984254585	-0.0325364919142005	4496.13442608939	0.0578925280876922	-0.562015392814011	0.574105531619859	0.74643911160910104	concordant	Gene not DE	Protein DE	DS	0.468	TRUE	-0.129303624843839	FALSE	FALSE	FALSE	TRUE	DEP + DS
SESTD1	ENSG00000187231	-0.20934350923789	17.3474125227717	-3.98918892916467	1.6408595154575999E-3	1.54753323998642E-2	-1.66089806962912	-0.139714893255301	7690.54944873747	0.0605029719430203	-2.309223642549	2.0931174265727999E-2	7.7463275004611601E-2	concordant	Gene not DE	Protein DE	No DS	-0.008	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
LIN28A	ENSG00000131914	0.177086804172756	18.442495829564	3.98438244111138	1.6555163967102999E-3	1.5577254281604299E-2	-1.66991744292549	0.873767095912275	53.1722474079299	0.25572884822079	3.41677171735387	6.3368391932719999E-4	4.5050545045572004E-3	concordant	Gene DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
RAB3D	ENSG00000105514	0.417698094628737	14.139269498627	4.02439293252379	1.8067056253866E-3	1.66513233720143E-2	-1.67174585965658	-0.275087077284338	1827.40566914279	0.0574035075197848	-4.79216495942388	1.64991154340526e-06	2.39280899364701e-05	discordant	Gene DE	Protein DE	No DS	0.148	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
CD2BP2	ENSG00000169217	0.461903094329511	13.7325289757415	3.98277713033283	1.6604415446926E-3	1.5587346844144799E-2	-1.67293012474847	0.118163198590503	5111.64938776575	0.049283115879416	2.39764058099776	1.6501047678138502E-2	6.4563326450945299E-2	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP only
SRGAP3	ENSG00000196220	-0.269995810258919	15.6656098086883	-3.97726314013665	1.6774736480607E-3	1.57107832871617E-2	-1.68327941294416	-0.35088519740064	6250.39184838459	0.0492305611104361	-7.12738570282631	1.0229315230992e-12	3.96072330535838e-11	concordant	Gene DE	Protein DE	No DS	0.171	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
PTPRO	ENSG00000151490	-0.393489143878137	14.3110850835594	-3.97446187105868	1.6861951286786E-3	1.5755994204696901E-2	-1.68853786340065	-0.318068554457312	4938.16351479878	0.0526294973484229	-6.04354155905392	1.50767517214153e-09	4.01158886564789e-08	concordant	Gene DE	Protein DE	No DS	0.014	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
NUCKS1	ENSG00000069275	0.938686434044039	15.4767809768764	3.96841746856263	1.7051728823847001E-3	1.5860067775008601E-2	-1.69988582917512	0.0889909493513441	12417.8191283311	0.0533399096197541	1.66837458079207	9.5241391050749399E-2	0.236011551770306	concordant	Gene not DE	Protein DE	No DS	-0.01	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
NSF	ENSG00000073969	-0.222948600709824	19.2020181480152	-3.96243531779333	1.7241713080707001E-3	1.59999933771885E-2	-1.71111907153301	-0.222365946499724	7927.53160848319	0.0460831550122403	-4.82531949994875	1.3977900710135e-06	2.0599209691049e-05	concordant	Gene DE	Protein DE	No DS	-0.017	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
TRAF3	ENSG00000131323	-0.351723062687208	14.1668436597241	-3.95903898235308	1.7350542074050001E-3	1.60641403275989E-2	-1.71749763067515	-0.139598521965472	4171.65343281316	0.0449755948971943	-3.10387271773876	1.9100548331535E-3	1.1251298957977E-2	concordant	Gene DE	Protein DE	No DS	-0.062	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
SNRPA	ENSG00000077312	0.409452381958179	16.4227309946484	3.95355624948453	1.7527716826734E-3	1.6191128374650299E-2	-1.72779602147621	0.321959322998886	1588.62952395573	0.0587384334846687	5.48123781821523	4.22360279577432e-08	8.64574652097594e-07	concordant	Gene DE	Protein DE	No DS	0.001	FALSE	NA	NA	FALSE	TRUE	FALSE	DEP + DEG, no DS
ATAT1	ENSG00000137343	-0.20138999767989	18.5053572197902	-3.92556082841033	1.8461791310606999E-3	1.6976456282436301E-2	-1.78040761071721	-0.146589495109121	9432.79851002841	0.0528007371370386	-2.77627743583701	5.4985266575824998E-3	2.69452476807517E-2	concordant	Gene DE	Protein DE	No DS	0.034	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
CNOT2	ENSG00000111596	0.52685152713998	14.010798894238	3.92419483847321	1.8508654607884E-3	1.69809561323131E-2	-1.78297583192171	0.0707662541918986	2837.6545317767	0.0533682618679292	1.32599885615582	0.18484007626187299	0.36986288923528599	concordant	Gene not DE	Protein DE	DS	0.117	TRUE	NA	NA	FALSE	FALSE	TRUE	DEP + DS
PRMT2	ENSG00000160310	-0.433226826811358	14.1618011013893	-3.9183628632353	1.8710110829129E-3	1.7126947605126001E-2	-1.79394178128317	-0.131209332548647	10078.3969075835	0.0404286641194179	-3.24545308153348	1.1726388625468999E-3	7.5053458894474004E-3	concordant	Gene DE	Protein DE	DS	0.128	TRUE	NA	NA	TRUE	FALSE	TRUE	DEP + DS
NDUFA4	ENSG00000189043	-0.506292953194119	14.7773298341459	-3.91635591683066	1.8779956866596E-3	1.7152077986963599E-2	-1.79771590152609	0.0746032171121857	14660.0419057953	0.0510484210728535	1.46142065796151	0.143900034903539	0.31404476914615098	discordant	Gene not DE	Protein DE	No DS	-0.001	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
ARSB	ENSG00000113273	-0.266667624950507	14.986041656046	-3.8990499642773	1.9393453709619999E-3	1.76327895975559E-2	-1.8302692062503	-0.570879052193611	876.513976729069	0.076166215748922	-7.49517416062109	6.621038888484422e-14	2.97801631321229e-12	concordant	Gene DE	Protein DE	No DS	0.01	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
SUPT16H	ENSG00000092201	0.189665867652725	17.53498578725	3.8977655993082	1.9439796205395999E-3	1.7635294943280901E-2	-1.83268578811238	0.227564545947067	10945.5678355773	0.0491040199682574	4.63433637600695	3.58084331354285e-06	4.81463592779959e-05	concordant	Gene DE	Protein DE	No DS	0.019	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
KCTD12	ENSG00000178695	-0.30060225619766	16.9339427963626	-3.89578106009657	1.9511625877572001E-3	1.76608586802364E-2	-1.83641994369826	-0.0846293361629492	4272.57001802395	0.0553613006557969	-1.52867319156974	0.126345481430196	0.28677087911510202	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	FALSE	DEP only
RABGGTA	ENSG00000100949	-0.268645172897585	15.5654347931744	-3.86324730764745	2.0728763719069002E-3	1.86789706029745E-2	-1.89766473303048	-0.143294643362839	1254.61588557224	0.0661358619053026	-2.16667083840258	3.0259961696571001E-2	0.10198681814259999	concordant	Gene not DE	Protein DE	No DS	0.027	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
UNC13A	ENSG00000130477	-1.00670476351338	12.7561957338117	-3.91112954421855	3.1534618927539998E-3	2.4919739879067902E-2	-1.90639560275274	-0.250764038533888	10854.3329892499	0.0506063620562627	-4.95518801084922	7.22603829383518e-07	1.14176968883438e-05	concordant	Gene DE	Protein DE	DS	-0.462	TRUE	0.463217552992262	TRUE	TRUE	FALSE	TRUE	DEP + DS
SNX5	ENSG00000089006	0.508812215072529	13.5705771104587	3.85725722018171	2.0961212302966999E-3	1.8846458883957098E-2	-1.90894675579034	-0.038273426009556	1304.25307529778	0.0630790372946602	-0.606753489765069	0.54401451836447501	0.72557367357133695	discordant	Gene not DE	Protein DE	No DS	-0.083	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
ARHGAP35	ENSG00000160007	-0.208176211995351	16.4377322201798	-3.85546091268853	2.1031438335030999E-3	1.8867671730274701E-2	-1.91233034258813	-0.140783684731255	18042.442780534	0.0481180192124405	-2.92579966996765	3.4357210030936999E-3	1.83190099732999E-2	concordant	Gene DE	Protein DE	No DS	-0.022	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
BZW2	ENSG00000136261	0.228497192750972	17.5568186765212	3.85189417595103	2.1171594172250002E-3	1.8915242003349299E-2	-1.91904922319713	0.0174306957032778	8952.09680102504	0.0543535241952682	0.32069117801188	0.748444433403186	0.86438355702990499	concordant	Gene not DE	Protein DE	No DS	0.021	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
TIMM17B	ENSG00000126768	0.318410175297272	15.4580123295338	3.85173262488282	2.1177964971619001E-3	1.8915242003349299E-2	-1.91935356101981	0.148252617762008	4339.54496026033	0.0531470635997021	2.78947899885177	5.2792920228131E-3	2.6062394297295999E-2	concordant	Gene DE	Protein DE	No DS	0.024	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
HEATR1	ENSG00000119285	0.29740199666241	15.5280831839015	3.8488463847439	2.1292116044805999E-3	1.8943796526182E-2	-1.92479100757332	0.257874411762389	2039.39429541005	0.0694064533380538	3.71542413363749	2.02863127315E-4	1.7128660029680999E-3	concordant	Gene DE	Protein DE	No DS	0.074	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
G3BP1	ENSG00000145907	-0.470613142699127	15.6234608691931	-3.84855746741433	2.1303577408336E-3	1.8943796526182E-2	-1.92533532622238	-0.023488975527751	4401.68109195719	0.0491036029851212	-0.478355438293771	0.63239724454219304	0.787996504827013	concordant	Gene not DE	Protein DE	DS	-0.402	TRUE	0.370902637965745	TRUE	TRUE	TRUE	FALSE	DEP + DS
NCDN	ENSG00000020129	0.27660978512742	16.4385921752984	3.84530556542159	2.1433017295141E-3	1.9017102626347399E-2	-1.93146215886727	-0.0431060322332562	10119.9546296669	0.0436994285313305	-0.986420959769556	0.323926583956337	0.53070997370574202	discordant	Gene not DE	Protein DE	No DS	-0.075	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
TP53I11	ENSG00000175274	0.218541568953889	16.58872287773	3.83424624205759	2.1879287268489001E-3	1.93705899974418E-2	-1.95230240098125	-0.0296797662490927	8337.79376451923	0.0488560056643901	-0.60749473571323	0.54352263517288502	0.72521221567240401	discordant	Gene not DE	Protein DE	DS	-0.106	TRUE	0.170379884130444	FALSE	TRUE	FALSE	TRUE	DEP + DS
ECH1	ENSG00000104823	0.267998164869027	16.8559919458589	3.82983894232514	2.2059774150794001E-3	1.9487739348059901E-2	-1.96060907578717	0.130403142228666	2563.79971365536	0.0507704910468554	2.56848298174462	1.0214472751347001E-2	4.4350965130617398E-2	concordant	Gene DE	Protein DE	No DS	0.019	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
TSPYL4	ENSG00000187189	-0.902073628038924	13.7321553547616	-3.82748669063329	2.2156726428939001E-3	1.95307440373617E-2	-1.9650428442122	-0.297208211094564	20437.9517442795	0.0405464497096556	-7.33006744666446	2.30036931288801e-13	9.73328943548518e-12	concordant	Gene DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
OSTF1	ENSG00000134996	0.980815688990594	12.7289181920365	3.82605505053146	2.2215947533751998E-3	1.9540374722079E-2	-1.96774146769344	0.534462634182303	790.169203416278	0.073643703598238	7.25741113046208	3.9456904816951e-13	1.63576769287849e-11	concordant	Gene DE	Protein DE	No DS	-0.209	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
SLC25A5	ENSG00000005022	-0.211542201041617	20.6369493530037	-3.82439338509442	2.2284887122974001E-3	1.95584931235472E-2	-1.97087379880339	-0.0290938912932463	5932.84244229035	0.0508699939739931	-0.571926375853717	0.56737185418564895	0.74253704943158805	concordant	Gene not DE	Protein DE	No DS	NA	NA	NA	NA	FALSE	TRUE	FALSE	DEP only
IWS1	ENSG00000163166	0.274128999319457	14.8344161511444	3.8225444963029	2.2361851786213E-3	1.95835611097449E-2	-1.97435919805457	0.056459498913992	4180.99241278126	0.04914193205175	1.14890677994785	0.250594421658763	0.45025813947377802	concordant	Gene not DE	Protein DE	No DS	0.038	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
MSMO1	ENSG00000052802	-0.308321540785155	15.2832240836317	-3.8198635710681	2.2473935785838998E-3	1.9639210408100499E-2	-1.97941335952803	-0.0337044741694404	5284.38819954642	0.0789965194226402	-0.4266577111976	0.66962865637702695	0.81534059533833902	concordant	Gene not DE	Protein DE	No DS	0.04	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
FABP3	ENSG00000121769	0.439440161116282	14.4560328322925	3.81732996542417	2.2580389288453999E-3	1.9687441713633898E-2	-1.98419007474822	-0.1389156342297	128.089502604102	0.162283726685606	-0.856004708955339	0.39199517477868101	0.59837613835659098	discordant	Gene not DE	Protein DE	No DS	0.018	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
NEDD8	ENSG00000129559	0.474109629858733	14.9547177353842	3.81623757749294	2.2626446853286001E-3	1.9687441713633898E-2	-1.98624968547417	0.0314766973312261	3488.93265418977	0.0590081138311937	0.533429985938416	0.59373596491135705	0.759732138421648	concordant	Gene not DE	Protein DE	No DS	0.074	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
ATG7	ENSG00000197548	-0.384937227760554	14.3013839001706	-3.8123022844775	2.2793166537905E-3	1.9789946740851098E-2	-1.99366978953364	0.0385148782901288	738.974178137686	0.0765826968019083	0.502918804096868	0.61502135989718099	0.77500811064108199	discordant	Gene not DE	Protein DE	No DS	-0.5	FALSE	NA	NA	FALSE	TRUE	TRUE	DEP only
MFN2	ENSG00000116688	-0.203920852658658	16.0408961214397	-3.80871270582525	2.2946336480078999E-3	1.98802735328487E-2	-2.00043861031412	0.0020630042565943	9098.46322721249	0.0470658220150139	0.0438323218053266	0.96503806276007298	0.98501802265183502	discordant	Gene not DE	Protein DE	No DS	-0.081	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
SMPD4	ENSG00000136699	-0.25517113868149	15.5353769887508	-3.80525482444888	2.3094883098874999E-3	1.9966217311549201E-2	-2.00695960082069	-0.0914919623591801	4083.28273085188	0.0554301199083858	-1.65058207542031	9.8823941427947204E-2	0.24176833808249501	concordant	Gene not DE	Protein DE	No DS	-0.171	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
RIMS1	ENSG00000079841	-0.743441231281928	13.4559588790596	-3.79839561691979	2.3392465968675E-3	2.0180366164021201E-2	-2.01989638783303	-0.459917534358473	2889.05271946369	0.0531808364203918	-8.64818166308723	5.23264862373822e-18	3.49204847381749e-16	concordant	Gene DE	Protein DE	No DS	-0.6	FALSE	-0.121774435206551	FALSE	FALSE	FALSE	TRUE	DEP + DEG, no DS
PRKAA1	ENSG00000132356	-0.181185348264545	16.5925033119383	-3.79105570090401	2.3715252353225E-3	2.0384638565333499E-2	-2.03374192607234	0.166257618837033	2426.02594787051	0.0688316224939351	2.41542495749947	1.5716860742355801E-2	6.2204364225471299E-2	discordant	Gene not DE	Protein DE	No DS	0.025	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
COG4	ENSG00000103051	0.435373959367721	14.1891810398456	3.79072241944205	2.3730016718418001E-3	2.0384638565333499E-2	-2.03437065753538	0.0215650826858252	4279.56660779199	0.0574144234129798	0.375603923263469	0.707211373653439	0.84045860893804702	concordant	Gene not DE	Protein DE	No DS	0.028	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
CYFIP2	ENSG00000055163	-0.46782430091741	17.8347334398356	-3.7894671382145	2.3785710122844E-3	2.03891913468278E-2	-2.03673876991341	-0.668768248848505	17351.9134672024	0.0481436131592344	-13.8911104705948	7.171477704093422e-44	1.81129460720156e-41	concordant	Gene DE	Protein DE	No DS	-0.325	FALSE	-0.119078096402789	FALSE	FALSE	FALSE	TRUE	DEP + DEG, no DS
WDR77	ENSG00000116455	0.256495559260074	16.6844168693614	3.78720750219566	2.3886301243833999E-3	2.0432129985740701E-2	-2.04100177364005	0.259564090802937	1841.89883677056	0.0613451642272601	4.23120704089001	2.32440592638342e-05	2.5540573185949998E-4	concordant	Gene DE	Protein DE	No DS	-0.03	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP + DEG, no DS
CMTR1	ENSG00000137200	0.508431619607611	13.580247052121	3.78015559326958	2.4203034752131002E-3	2.0616781851015301E-2	-2.05430710525595	-0.0111433173602673	3769.68049343623	0.0515855116995978	-0.216016416104567	0.82897495144855904	0.91313781869852695	discordant	Gene not DE	Protein DE	No DS	-0.333	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP only
MRPL44	ENSG00000135900	0.279973090038585	14.9851174768315	3.78013244454789	2.4204081510707E-3	2.0616781851015301E-2	-2.05435078473549	-0.105336194352906	2255.77566120361	0.0557054868143843	-1.89094827775037	5.8631248947637701E-2	0.16487653545278699	discordant	Gene not DE	Protein DE	No DS	-0.003	FALSE	NA	NA	FALSE	TRUE	TRUE	DEP only
HSP90AB1	ENSG00000096384	-0.200106591083184	21.7532628978471	-3.77329375631818	2.4515355367822002E-3	2.0780995789283E-2	-2.06725564407751	-0.198149797784802	70746.8480421296	0.0444675048967094	-4.45605837892347	8.34803079732851e-06	1.033556723979E-4	concordant	Gene DE	Protein DE	No DS	-0.5	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
PPIP5K2	ENSG00000145725	-0.188404715330343	16.6093480833889	-3.77314288780688	2.4522268354253002E-3	2.0780995789283E-2	-2.06754035847352	-0.046885132007262	9023.31343039752	0.0620374989780073	-0.755754709323197	0.44979627579985099	0.64947797054118706	concordant	Gene not DE	Protein DE	DS	0.181	TRUE	NA	NA	FALSE	FALSE	TRUE	DEP + DS
CIRBP	ENSG00000099622	0.254776079493567	17.3664619480375	3.77140013566855	2.4602268122045001E-3	2.0780995789283E-2	-2.07082928816671	0.0609493163931056	19429.6393149845	0.041908050781539	1.45435817835638	0.145847028460621	0.31621376997332401	concordant	Gene not DE	Protein DE	No DS	-0.667	FALSE	NA	NA	FALSE	FALSE	FALSE	DEP only
SMARCA4	ENSG00000127616	0.265361752539864	17.7507313452981	3.7713990982002	2.4602315825670998E-3	2.0780995789283E-2	-2.0708312461154	-0.0852998360048994	24223.8237525507	0.0455928684262423	-1.87090303701538	6.1358521997153199E-2	0.170346953577656	discordant	Gene not DE	Protein DE	DS	-0.365	TRUE	0.395303063786634	TRUE	FALSE	FALSE	TRUE	DEP + DS
ERC1	ENSG00000082805	-0.269259585648243	16.7488077026336	-3.76893534848233	2.4715868242338999E-3	2.0833417272605299E-2	-2.07548103851647	-0.257493478926399	8039.43036780588	0.0544046233878358	-4.73293376356634	2.21297720567754e-06	3.12117240426187e-05	concordant	Gene DE	Protein DE	No DS	-0.102	FALSE	-0.108326919665178	FALSE	FALSE	FALSE	TRUE	DEP + DEG, no DS
RPN1	ENSG00000163902	0.21241059791431	19.5826403011837	3.76548856916096	2.4875627683097002E-3	2.0924488483536501E-2	-2.08198646135195	0.22320085283874	11027.9071391052	0.0457834046578734	4.87514754541865	1.08727159015404e-06	1.64665476896299e-05	concordant	Gene DE	Protein DE	No DS	0.006	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
KIDINS220	ENSG00000134313	-0.344729130183314	17.2216343391414	-3.76368974733852	2.4959422594756E-3	2.09514157299555E-2	-2.08538171525406	-0.193317068660789	66189.4563708485	0.0422787093213491	-4.57244489635286	4.82066022437049e-06	6.31610366348686e-05	concordant	Gene DE	Protein DE	No DS	-0.5	FALSE	NA	NA	FALSE	FALSE	TRUE	DEP + DEG, no DS
