ID	dataset	subset	qvalue	Count	geneID	GeneRatio	BgRatio	pvalue	gs_subcat	gs_exact_source	modality
GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	NYGC_ALS_MotorCortex	positive	0.0492781193333915	19	DHX9/ATP5IF1/SUMO1/VCPKMT/SSBP1/GABARAPL2/LTF/PFN2/POT1/VMA21/SIRT1/DNAJB11/AHSA1/VMP1/PFN1/MSH2/OXA1L/MCM2/PAM16	19/3309	74/22688	0.00855417124484496	GO:BP	GO:0043462	RNAseq
GOBP_DNA_GEOMETRIC_CHANGE	NYGC_ALS_MotorCortex	positive	0.0492781193333915	23	XRCC6/MCM6/XRCC5/RPA1/DHX9/DDX1/SSBP1/GTF2F2/HMGB1/ATRX/POT1/RFC2/RECQL/DDX3X/DHX36/SMARCAD1/G3BP1/NBN/PURA/MCM2/ANXA1/SETX/GINS1	23/3309	95/22688	0.00871555093308565	GO:BP	GO:0032392	RNAseq
GOCC_RECYCLING_ENDOSOME_MEMBRANE	NYGC_ALS_MotorCortex	positive	0.0492781193333915	23	RAB12/ARF6/STX12/RAB14/RAB11A/PLEKHB2/RAB4A/OPTN/PDIA3/VTI1B/RAC1/RAB10/RAB8B/RAB11FIP2/SLC9A6/SCAMP1/RAP2A/SLC1A1/CD274/NSG1/ATP13A3/PACSIN2/ATP11B	23/3309	95/22688	0.00871555093308565	GO:CC	GO:0055038	RNAseq
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	NYGC_ALS_MotorCortex	positive	0.0492781193333915	15	RANBP9/PRNP/FKBP1A/TMED10/RTN4/SLC2A13/CASP3/RTN3/DYRK1A/PICALM/RTN1/IFNGR1/EPHA4/LRRTM3/ROCK2	15/3309	54/22688	0.00872969540444788	GO:BP	GO:0042987	RNAseq
GOBP_BOX_C_D_SNORNP_ASSEMBLY	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	TAF9/ZNHIT3/SNU13/PIH1D1/NUFIP1	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0000492	RNAseq
GOBP_ESCRT_COMPLEX_DISASSEMBLY	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	CHMP5/VTA1/CHMP2B/CHMP7/CHMP2A	5/3309	10/22688	0.00873348451994862	GO:BP	GO:1904896	RNAseq
GOBP_IMP_BIOSYNTHETIC_PROCESS	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	HPRT1/PPAT/ATIC/ADSL/APRT	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0006188	RNAseq
GOBP_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	LIN7A/PDZD11/LIN7B/LIN7C/PDCD6IP	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0035090	RNAseq
GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	ATF2/MAP2K4/FADD/ZPR1/SLC1A1	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0097049	RNAseq
GOBP_NEGATIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	PRKAR1A/PKIA/PKIB/PRKAR2B/SIRT1	5/3309	10/22688	0.00873348451994862	GO:BP	GO:2000480	RNAseq
GOBP_NEGATIVE_REGULATION_OF_CHROMATIN_BINDING	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	SENP2/PPP3CA/WAPL/TDG/ZNF304	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0035562	RNAseq
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	ERLEC1/UBE2J1/SVIP/YOD1/DERL2	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0070862	RNAseq
GOBP_POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	NCKAP1/BRK1/WASL/WASF1/ABI2	5/3309	10/22688	0.00873348451994862	GO:BP	GO:2000601	RNAseq
GOBP_PROTEIN_DEPALMITOYLATION	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	PPT1/ABHD10/ABHD13/LYPLA1/LYPLAL1	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0002084	RNAseq
GOBP_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	NPM1/PCNA/HMGB1/SIRT1/RPS3	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0032070	RNAseq
GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	GOPC/CNST/ACSL3/ATP2C1/LYPLA1	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0042996	RNAseq
GOBP_REGULATION_OF_PROTEIN_LIPIDATION	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	RAB3GAP1/RAB3GAP2/RB1CC1/SVIP/ATG101	5/3309	10/22688	0.00873348451994862	GO:BP	GO:1903059	RNAseq
GOBP_REGULATION_OF_VESICLE_SIZE	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	RAB11A/AP2M1/RAB5A/RAB22A/PICALM	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0097494	RNAseq
GOBP_RESPONSE_TO_NITROSATIVE_STRESS	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	PARK7/DNAJA1/ADH5/ATG5/GCLM	5/3309	10/22688	0.00873348451994862	GO:BP	GO:0051409	RNAseq
GOCC_ER_UBIQUITIN_LIGASE_COMPLEX	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	DERL1/MARCHF6/SEL1L/FAM8A1/DERL2	5/3309	10/22688	0.00873348451994862	GO:CC	GO:0000835	RNAseq
GOCC_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	SUCLG1/IDH3B/IDH3A/IDH3G/DLD	5/3309	10/22688	0.00873348451994862	GO:CC	GO:0030062	RNAseq
GOCC_MULTIMERIC_RIBONUCLEASE_P_COMPLEX	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	RPP30/POP4/POP7/RPP21/RPP40	5/3309	10/22688	0.00873348451994862	GO:CC	GO:0030681	RNAseq
GOCC_RIBONUCLEASE_MRP_COMPLEX	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	RPP30/POP4/POP7/RMRP/RPP40	5/3309	10/22688	0.00873348451994862	GO:CC	GO:0000172	RNAseq
GOCC_SMN_COMPLEX	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	STRAP/GEMIN6/GEMIN2/DDX20/SMN1	5/3309	10/22688	0.00873348451994862	GO:CC	GO:0032797	RNAseq
GOMF_CARBON_NITROGEN_LIGASE_ACTIVITY_WITH_GLUTAMINE_AS_AMIDO_N_DONOR	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	ASNSD1/GMPS/GATC/ASNS/QRSL1	5/3309	10/22688	0.00873348451994862	GO:MF	GO:0016884	RNAseq
GOMF_INTRAMOLECULAR_TRANSFERASE_ACTIVITY_PHOSPHOTRANSFERASES	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	PGAM2/PGM2L1/PGAM1/BPGM/PGM2	5/3309	10/22688	0.00873348451994862	GO:MF	GO:0016868	RNAseq
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_DIPHENOLS_AND_RELATED_SUBSTANCES_AS_DONORS	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	UQCRH/UQCRFS1/UQCR10/UQCRC1/CYC1	5/3309	10/22688	0.00873348451994862	GO:MF	GO:0016679	RNAseq
GOMF_RIBONUCLEASE_P_RNA_BINDING	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	RPP30/POP4/POP7/RPP21/RPP40	5/3309	10/22688	0.00873348451994862	GO:MF	GO:0033204	RNAseq
GOMF_TAT_PROTEIN_BINDING	NYGC_ALS_MotorCortex	positive	0.0492781193333915	5	NPM1/GABARAPL1/TRIM32/DNAJA1/ACTB	5/3309	10/22688	0.00873348451994862	GO:MF	GO:0030957	RNAseq
GOBP_PIGMENT_GRANULE_LOCALIZATION	NYGC_ALS_MotorCortex	positive	0.0495523977518016	9	RAB1A/DCTN2/BLOC1S6/RAB11A/MKKS/BBS7/RAB27B/ARL6/VPS33A	9/3309	26/22688	0.00879738095822495	GO:BP	GO:0051875	RNAseq
GOCC_CORE_MEDIATOR_COMPLEX	NYGC_ALS_MotorCortex	positive	0.0495523977518016	9	MED31/MED21/MED10/MED19/MED4/MED6/MED30/MED7/MED17	9/3309	26/22688	0.00879738095822495	GO:CC	GO:0070847	RNAseq
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	NYGC_ALS_MotorCortex	positive	0.0498118519458702	28	SOD1/PRKRA/RPL26/PARK7/EEF1E1/CTSC/PTEN/RPS7/BCLAF1/EIF5A/BECN1/SIAH1/TNFRSF12A/CYLD/NCK1/DNM1L/SERINC3/PDIA3/UBB/HTRA2/SIRT1/SKIL/FADD/MAPK9/RPS3/S100A9/FIS1/TGFBR1	28/3309	122/22688	0.00885213202544215	GO:BP	GO:2001235	RNAseq
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	NYGC_ALS_MotorCortex	positive	0.0498118519458702	11	PTEN/HSP90AB1/PAFAH1B1/FBXO45/C12orf57/NDEL1/B4GALT6/HSP90AA1/B4GALT5/EPHA4/MYCBP2	11/3309	35/22688	0.00887417674096543	GO:BP	GO:0021955	RNAseq
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	NYGC_ALS_MotorCortex	positive	0.0498118519458702	11	PARK7/USP7/USP15/USP33/MINDY3/USP9X/VCPIP1/USP27X/YOD1/USP25/ATXN3	11/3309	35/22688	0.00887417674096543	GO:BP	GO:0071108	RNAseq
GOBP_SPERM_EGG_RECOGNITION	NYGC_ALS_MotorCortex	positive	0.0498118519458702	11	CCT8/CCT2/CCT4/CCT7/VDAC2/TCP1/CCT5/CCT3/CLGN/ALDOA/SPA17	11/3309	35/22688	0.00887417674096543	GO:BP	GO:0035036	RNAseq
GOBP_NEUTROPHIL_MIGRATION	NYGC_ALS_TemporalCortex	negative	2.90258731435686e-07	5	CCL4/CCL3/CCL3L3/CXCL8/IL1A	5/13	113/22688	3.49476929734019e-09	GO:BP	GO:1990266	RNAseq
GOMF_CHEMOKINE_ACTIVITY	NYGC_ALS_TemporalCortex	negative	2.90258731435686e-07	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	36/22688	3.77733965566988e-09	GO:MF	GO:0008009	RNAseq
GOBP_GRANULOCYTE_MIGRATION	NYGC_ALS_TemporalCortex	negative	4.23197132700277e-07	5	CCL4/CCL3/CCL3L3/CXCL8/IL1A	5/13	134/22688	8.26103991914924e-09	GO:BP	GO:0097530	RNAseq
GOMF_CHEMOKINE_RECEPTOR_BINDING	NYGC_ALS_TemporalCortex	negative	5.19865511732992e-07	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	49/22688	1.35307461957902e-08	GO:MF	GO:0042379	RNAseq
GOMF_CYTOKINE_ACTIVITY	NYGC_ALS_TemporalCortex	negative	8.64097114233407e-07	5	CCL4/CCL3/CCL3L3/CXCL8/IL1A	5/13	171/22688	2.81127485795115e-08	GO:MF	GO:0005125	RNAseq
GOBP_MYELOID_LEUKOCYTE_MIGRATION	NYGC_ALS_TemporalCortex	negative	1.52806114137334e-06	5	CCL4/CCL3/CCL3L3/CXCL8/IL1A	5/13	202/22688	6.46640546620057e-08	GO:BP	GO:0097529	RNAseq
GOMF_CYTOKINE_RECEPTOR_BINDING	NYGC_ALS_TemporalCortex	negative	1.52806114137334e-06	5	CCL4/CCL3/CCL3L3/CXCL8/IL1A	5/13	205/22688	6.96000451378952e-08	GO:MF	GO:0005126	RNAseq
GOBP_RESPONSE_TO_CHEMOKINE	NYGC_ALS_TemporalCortex	negative	2.12338019871743e-06	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	82/22688	1.10532119933236e-07	GO:BP	GO:1990868	RNAseq
GOBP_NEUTROPHIL_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	2.82577100825364e-06	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	92/22688	1.76016315739847e-07	GO:BP	GO:0030593	RNAseq
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1	NYGC_ALS_TemporalCortex	negative	2.82577100825364e-06	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	93/22688	1.83868661495956e-07	GO:BP	GO:0071347	RNAseq
GOBP_GRANULOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	5.2392388727535e-06	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	111/22688	3.7500031657722e-07	GO:BP	GO:0071621	RNAseq
GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING	NYGC_ALS_TemporalCortex	negative	5.46151123495353e-06	3	CCL4/CCL3/CCL3L3	3/13	27/22688	4.26446767660755e-07	GO:MF	GO:0048020	RNAseq
GOBP_RESPONSE_TO_INTERLEUKIN_1	NYGC_ALS_TemporalCortex	negative	6.06322436156188e-06	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	120/22688	5.12882334693762e-07	GO:BP	GO:0070555	RNAseq
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	NYGC_ALS_TemporalCortex	negative	8.50287260665706e-06	4	CCL4/CCL3/CXCL8/IL1A	4/13	133/22688	7.74576751154376e-07	GO:BP	GO:0002687	RNAseq
GOBP_LYMPHOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	2.903567731206e-05	3	CCL4/CCL3/CCL3L3	3/13	50/22688	2.83589745058697e-06	GO:BP	GO:0048247	RNAseq
GOBP_MONOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	2.903567731206e-05	3	CCL4/CCL3/CCL3L3	3/13	52/22688	3.19550373248214e-06	GO:BP	GO:0002548	RNAseq
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	NYGC_ALS_TemporalCortex	negative	2.903567731206e-05	4	CCL4/CCL3/CCL3L3/IL1A	4/13	190/22688	3.21182320951897e-06	GO:BP	GO:0070374	RNAseq
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	NYGC_ALS_TemporalCortex	negative	3.63603682714829e-05	4	CCL4/CCL3/CXCL8/IL1A	4/13	204/22688	4.25864587289286e-06	GO:BP	GO:0002685	RNAseq
GOBP_LEUKOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	3.86404047089804e-05	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	210/22688	4.77711852737738e-06	GO:BP	GO:0030595	RNAseq
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	NYGC_ALS_TemporalCortex	negative	4.17986176105943e-05	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	217/22688	5.43954612740611e-06	GO:BP	GO:0034612	RNAseq
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	4.43889772380894e-05	2	CCL4/CCL3	2/13	7/22688	6.35431249504156e-06	GO:BP	GO:2000501	RNAseq
GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING	NYGC_ALS_TemporalCortex	negative	4.43889772380894e-05	2	CCL4/CCL3	2/13	7/22688	6.35431249504156e-06	GO:MF	GO:0031730	RNAseq
GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING	NYGC_ALS_TemporalCortex	negative	5.23712755355085e-05	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	238/22688	7.8377559619922e-06	GO:MF	GO:0001664	RNAseq
GOBP_NATURAL_KILLER_CELL_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	6.97090196610632e-05	2	CCL4/CCL3	2/13	9/22688	1.08860660840564e-05	GO:BP	GO:0035747	RNAseq
GOBP_CELL_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	8.51646483679337e-05	4	CCL4/CCL3/CCL3L3/CXCL8	4/13	275/22688	1.38538383475235e-05	GO:BP	GO:0060326	RNAseq
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	8.95483742225602e-05	3	CCL4/CCL3/CXCL8	3/13	87/22688	1.51496222143646e-05	GO:BP	GO:0002690	RNAseq
GOBP_ERK1_AND_ERK2_CASCADE	NYGC_ALS_TemporalCortex	negative	0.000108122309382604	4	CCL4/CCL3/CCL3L3/IL1A	4/13	298/22688	1.89954605182452e-05	GO:BP	GO:0070371	RNAseq
GOBP_EOSINOPHIL_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	0.000109436555499789	2	CCL4/CCL3	2/13	12/22688	1.99384409335233e-05	GO:BP	GO:0048245	RNAseq
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_GAMMA	NYGC_ALS_TemporalCortex	negative	0.00012880462600321	3	CCL4/CCL3/CCL3L3	3/13	103/22688	2.51433687745991e-05	GO:BP	GO:0071346	RNAseq
GOBP_LYMPHOCYTE_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.00012880462600321	3	CCL4/CCL3/CCL3L3	3/13	103/22688	2.51433687745991e-05	GO:BP	GO:0072676	RNAseq
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	NYGC_ALS_TemporalCortex	negative	0.000136199468043123	2	CCL4/CCL3	2/13	14/22688	2.74731118758218e-05	GO:BP	GO:0043922	RNAseq
GOBP_EOSINOPHIL_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.000152192985364913	2	CCL4/CCL3	2/13	15/22688	3.16894983225572e-05	GO:BP	GO:0072677	RNAseq
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	0.000158635166346969	3	CCL4/CCL3/CXCL8	3/13	114/22688	3.40630990751881e-05	GO:BP	GO:0002688	RNAseq
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	0.000185410580982152	2	CCL4/CCL3	2/13	17/22688	4.10189162035857e-05	GO:BP	GO:0140131	RNAseq
GOBP_RESPONSE_TO_INTERFERON_GAMMA	NYGC_ALS_TemporalCortex	negative	0.000192261545706867	3	CCL4/CCL3/CCL3L3	3/13	124/22688	4.37855917448858e-05	GO:BP	GO:0034341	RNAseq
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	0.000230342266613695	3	CCL4/CCL3/CXCL8	3/13	133/22688	5.39568871108792e-05	GO:BP	GO:0050921	RNAseq
GOBP_PROTEIN_REFOLDING	NYGC_ALS_TemporalCortex	negative	0.000288923467144917	2	HSPA7/HSPA6	2/13	22/22688	6.95593141790673e-05	GO:BP	GO:0042026	RNAseq
GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	0.000308013035976789	2	CCL4/CCL3	2/13	23/22688	7.6159387662754e-05	GO:BP	GO:1901623	RNAseq
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	NYGC_ALS_TemporalCortex	negative	0.000456327438671676	3	MTCO2P12/HSPA6/IL1A	3/13	172/22688	0.000115800901388942	GO:BP	GO:0009266	RNAseq
GOMF_MISFOLDED_PROTEIN_BINDING	NYGC_ALS_TemporalCortex	negative	0.000464630931127462	2	HSPA7/HSPA6	2/13	29/22688	0.000121979442282776	GO:MF	GO:0051787	RNAseq
GOBP_MONONUCLEAR_CELL_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.000464630931127462	3	CCL4/CCL3/CCL3L3	3/13	176/22688	0.000123954621694621	GO:BP	GO:0071674	RNAseq
GOBP_REGULATION_OF_SENSORY_PERCEPTION	NYGC_ALS_TemporalCortex	negative	0.000478067747228685	2	CCL3/IL1A	2/13	30/22688	0.000130650021331675	GO:BP	GO:0051931	RNAseq
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.000532086131096613	2	CXCL8/IL1A	2/13	32/22688	0.000148874783940388	GO:BP	GO:1902624	RNAseq
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	NYGC_ALS_TemporalCortex	negative	0.000545461671518957	2	CCL4/CCL3	2/13	33/22688	0.000158428391058009	GO:BP	GO:0050850	RNAseq
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	NYGC_ALS_TemporalCortex	negative	0.000545461671518957	3	CCL3/CXCL8/IL1A	3/13	193/22688	0.00016278245968836	GO:BP	GO:0071219	RNAseq
GOBP_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING	NYGC_ALS_TemporalCortex	negative	0.000545461671518957	2	HSPA7/HSPA6	2/13	34/22688	0.000168275764741877	GO:BP	GO:0051085	RNAseq
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.000545461671518957	2	CCL4/CCL3	2/13	34/22688	0.000168275764741877	GO:BP	GO:2000403	RNAseq
GOBP_CALCIUM_MEDIATED_SIGNALING	NYGC_ALS_TemporalCortex	negative	0.000545461671518957	3	CCL4/CCL3/CXCL8	3/13	196/22688	0.000170363371378524	GO:BP	GO:0019722	RNAseq
GOBP_REGULATION_OF_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	0.000645691762100126	3	CCL4/CCL3/CXCL8	3/13	209/22688	0.000205869530998362	GO:BP	GO:0050920	RNAseq
GOMF_PROTEIN_FOLDING_CHAPERONE	NYGC_ALS_TemporalCortex	negative	0.000647309205881286	2	HSPA7/HSPA6	2/13	38/22688	0.000210597173146309	GO:MF	GO:0044183	RNAseq
GOBP_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	NYGC_ALS_TemporalCortex	negative	0.000721457052750507	3	CCL3/CXCL8/IL1A	3/13	220/22688	0.000239415028806589	GO:BP	GO:0071216	RNAseq
GOBP_DE_NOVO_PROTEIN_FOLDING	NYGC_ALS_TemporalCortex	negative	0.000798195030053313	2	HSPA7/HSPA6	2/13	43/22688	0.000270074208798861	GO:BP	GO:0006458	RNAseq
GOBP_GRANULOCYTE_ACTIVATION	NYGC_ALS_TemporalCortex	negative	0.000842141975703706	2	CCL3/CXCL8	2/13	45/22688	0.000295903310641097	GO:BP	GO:0036230	RNAseq
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.000842141975703706	2	CXCL8/IL1A	2/13	45/22688	0.000295903310641097	GO:BP	GO:1902622	RNAseq
GOBP_VIRAL_TRANSCRIPTION	NYGC_ALS_TemporalCortex	negative	0.0010214461284423	2	CCL4/CCL3	2/13	50/22688	0.000365551782267876	GO:BP	GO:0019083	RNAseq
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	NYGC_ALS_TemporalCortex	negative	0.00105899659085691	3	CCL4/CCL3/CCL3L3	3/13	259/22688	0.000386423025750092	GO:BP	GO:0043547	RNAseq
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	NYGC_ALS_TemporalCortex	negative	0.00105899659085691	3	CCL4/CCL3/CXCL8	3/13	262/22688	0.000399662412028876	GO:BP	GO:0044403	RNAseq
GOBP_POSITIVE_REGULATION_OF_ION_TRANSPORT	NYGC_ALS_TemporalCortex	negative	0.00105899659085691	3	CCL4/CCL3/IL1A	3/13	262/22688	0.000399662412028876	GO:BP	GO:0043270	RNAseq
GOBP_POSITIVE_CHEMOTAXIS	NYGC_ALS_TemporalCortex	negative	0.00111088284179242	2	CCL3/CXCL8	2/13	54/22688	0.000426472488236064	GO:BP	GO:0050918	RNAseq
GOMF_COPPER_ION_BINDING	NYGC_ALS_TemporalCortex	negative	0.00117481477124897	2	MTCO2P12/IL1A	2/13	56/22688	0.000458660561378023	GO:MF	GO:0005507	RNAseq
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.00126193560168076	2	CCL4/CCL3	2/13	59/22688	0.000509095937938334	GO:BP	GO:0071677	RNAseq
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.00126193560168076	2	CCL4/CCL3	2/13	59/22688	0.000509095937938334	GO:BP	GO:2000401	RNAseq
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	NYGC_ALS_TemporalCortex	negative	0.00129821959671534	3	CCL4/CCL3/CXCL8	3/13	289/22688	0.000532181115502829	GO:BP	GO:0019932	RNAseq
GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS	NYGC_ALS_TemporalCortex	negative	0.00134979987093969	2	CCL4/CCL3	2/13	62/22688	0.000562108439405021	GO:BP	GO:0051851	RNAseq
GOBP_CELLULAR_RESPONSE_TO_HEAT	NYGC_ALS_TemporalCortex	negative	0.00141597083135713	2	HSPA6/IL1A	2/13	64/22688	0.000598878074221252	GO:BP	GO:0034605	RNAseq
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING	NYGC_ALS_TemporalCortex	negative	0.00162016594263059	2	HSPA7/HSPA6	2/13	69/22688	0.000695783593170808	GO:BP	GO:0061077	RNAseq
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	NYGC_ALS_TemporalCortex	negative	0.00178551966096796	2	CCL4/CCL3	2/13	73/22688	0.000778413194661718	GO:BP	GO:0050848	RNAseq
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	NYGC_ALS_TemporalCortex	negative	0.00243651050603081	2	CCL4/CCL3	2/13	86/22688	0.00107807245677801	GO:BP	GO:0051702	RNAseq
GOBP_SENSORY_PERCEPTION_OF_PAIN	NYGC_ALS_TemporalCortex	negative	0.00268591983933366	2	CCL3/IL1A	2/13	91/22688	0.0012059044210159	GO:BP	GO:0019233	RNAseq
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN	NYGC_ALS_TemporalCortex	negative	0.00276407831991387	2	HSPA7/HSPA6	2/13	93/22688	0.00125898087859091	GO:BP	GO:0034620	RNAseq
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	NYGC_ALS_TemporalCortex	negative	0.00298085858627004	2	CCL3/IL1A	2/13	98/22688	0.00139651183082788	GO:BP	GO:1903557	RNAseq
GOBP_VIRAL_GENE_EXPRESSION	NYGC_ALS_TemporalCortex	negative	0.00298085858627004	2	CCL4/CCL3	2/13	98/22688	0.00139651183082788	GO:BP	GO:0019080	RNAseq
GOBP_RESPONSE_TO_HEAT	NYGC_ALS_TemporalCortex	negative	0.00324406147397831	2	HSPA6/IL1A	2/13	103/22688	0.0015409292001397	GO:BP	GO:0009408	RNAseq
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	NYGC_ALS_TemporalCortex	negative	0.00345041446589655	2	CCL4/CCL3	2/13	107/22688	0.00166139819830498	GO:BP	GO:0071675	RNAseq
